epoch,global_step,train_loss,samples_seen,tokens_seen,epoch_seconds,elapsed_seconds,learning_rate,cpu_rss_mb,parameter_count,model_name,config_fingerprint,seed,valid_loss,valid_token_accuracy,valid_perfect_accuracy,valid_greedy_token_accuracy,valid_exact_accuracy,valid_acc_tau,valid_tolerance,valid_mean_distance,valid_median_distance,valid_percentiles,valid_acc_tau_circular_DIAGNOSTIC,valid_mean_circular_distance_DIAGNOSTIC,valid_median_circular_distance_DIAGNOSTIC,valid_decode_failure_rate,valid_sequences,valid_tokens,samples_per_second,tokens_per_second,compute_seconds,step,wall_time_sec
10,869,1.449904,55616,166848,18.357,243.562,0.00025768744432908117,738.86,4241288,Salsa2-NACT,cc20238f521fa642,789,1.415526,0.671061,0.029297,0.635091,0.029297,0.87793,0.1,16.5879,10.0,"[0.8779, 0.9766, 0.9805, 0.981, 0.9819, 0.9819, 0.9819, 0.9819, 0.9824, 1.0]",0.895508,12.438,10.0,0.0,2048,6144,275.137,825.4,202.139,869,248.418
11,948,1.339917,60672,182016,18.453,266.255,0.00021240707268209953,730.94,4241288,Salsa2-NACT,cc20238f521fa642,789,1.253367,0.679199,0.054199,0.649251,0.054199,0.969238,0.1,10.0664,5.0,"[0.9692, 0.981, 0.9829, 0.9829, 0.9829, 0.9839, 0.9849, 0.9863, 0.9873, 1.0]",0.981934,6.6724,5.0,0.0,2048,6144,275.042,825.1,220.592,948,271.031
12,1027,1.209526,65728,197184,18.536,288.945,0.0001683862245404622,750.8,4241288,Salsa2-NACT,cc20238f521fa642,789,1.161803,0.682129,0.059082,0.651042,0.059082,0.980469,0.1,9.5146,5.0,"[0.9805, 0.9834, 0.9834, 0.9834, 0.9834, 0.9834, 0.9834, 0.9834, 0.9834, 1.0]",0.99707,5.6074,5.0,0.0,2048,6144,274.866,824.6,239.127,1027,293.755
13,1106,1.107222,70784,212352,18.372,311.513,0.00012708042713359082,706.3,4241288,Salsa2-NACT,cc20238f521fa642,789,1.074453,0.690267,0.075195,0.667155,0.075195,0.986328,0.1,7.1177,3.0,"[0.9863, 0.9873, 0.9873, 0.9873, 0.9873, 0.9873, 0.9878, 0.9883, 0.9883, 1.0]",0.998047,4.1812,3.0,0.0,2048,6144,274.89,824.7,257.499,1106,316.187
14,1185,1.054108,75840,227520,18.393,333.956,8.985543590229906e-05,712.34,4241288,Salsa2-NACT,cc20238f521fa642,789,1.033036,0.692871,0.084473,0.677734,0.084473,0.988281,0.1,6.3735,3.0,"[0.9883, 0.9893, 0.9893, 0.9893, 0.9893, 0.9893, 0.9893, 0.9893, 0.9893, 1.0]",0.999023,3.8296,3.0,0.0,2048,6144,274.89,824.7,275.893,1185,338.64
15,1264,1.014672,80896,242688,18.672,356.689,5.7942076481245316e-05,718.05,4241288,Salsa2-NACT,cc20238f521fa642,789,1.015219,0.693034,0.083008,0.67513,0.083008,0.992676,0.1,5.2451,3.0,"[0.9927, 0.9932, 0.9932, 0.9932, 0.9932, 0.9932, 0.9932, 0.9932, 0.9932, 1.0]",0.999512,3.6025,3.0,0.0,2048,6144,274.629,823.9,294.565,1264,361.413
16,1343,0.995235,85952,257856,18.324,379.114,3.239554806764178e-05,721.75,4241288,Salsa2-NACT,cc20238f521fa642,789,0.988999,0.696777,0.092285,0.68099,0.092285,0.992188,0.1,5.1274,3.0,"[0.9922, 0.9927, 0.9927, 0.9927, 0.9927, 0.9927, 0.9927, 0.9927, 0.9927, 1.0]",0.999512,3.3525,3.0,0.0,2048,6144,274.705,824.1,312.889,1343,383.895
17,1422,0.980566,91008,273024,18.327,401.597,1.4060533789890816e-05,672.38,4241288,Salsa2-NACT,cc20238f521fa642,789,0.973631,0.700195,0.103027,0.682129,0.103027,0.990723,0.1,5.2397,3.0,"[0.9907, 0.9912, 0.9912, 0.9912, 0.9912, 0.9912, 0.9912, 0.9912, 0.9912, 1.0]",0.999512,3.1333,3.0,0.0,2048,6144,274.77,824.3,331.215,1422,406.447
18,1501,0.968723,96064,288192,18.429,424.261,3.5432716842798603e-06,675.22,4241288,Salsa2-NACT,cc20238f521fa642,789,0.968717,0.700033,0.103027,0.684896,0.103027,0.991699,0.1,4.9878,3.0,"[0.9917, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 1.0]",0.999512,3.105,3.0,0.0,2048,6144,274.748,824.2,349.644,1501,429.099
19,1563,0.965115,100032,300096,14.596,443.071,1e-06,621.17,4241288,Salsa2-NACT,cc20238f521fa642,789,0.967736,0.698893,0.099121,0.683757,0.099121,0.992188,0.1,4.8418,3.0,"[0.9922, 0.9927, 0.9927, 0.9927, 0.9927, 0.9927, 0.9927, 0.9927, 0.9927, 1.0]",0.999512,3.0786,3.0,0.0,2048,6144,274.632,823.9,364.24,1563,448.286
