epoch,global_step,train_loss,samples_seen,tokens_seen,epoch_seconds,elapsed_seconds,learning_rate,cpu_rss_mb,parameter_count,model_name,config_fingerprint,seed,valid_loss,valid_token_accuracy,valid_perfect_accuracy,valid_greedy_token_accuracy,valid_exact_accuracy,valid_acc_tau,valid_tolerance,valid_mean_distance,valid_median_distance,valid_percentiles,valid_acc_tau_circular_DIAGNOSTIC,valid_mean_circular_distance_DIAGNOSTIC,valid_median_circular_distance_DIAGNOSTIC,valid_decode_failure_rate,valid_sequences,valid_tokens,samples_per_second,tokens_per_second,compute_seconds,step,wall_time_sec
10,869,1.304245,55616,166848,52.217,666.132,0.00025768744432908117,352.45,4241288,Salsa2-NACT,be1c85196c6d267c,0,1.225232,0.680339,0.056152,0.65804,0.056152,0.965332,0.1,13.0391,6.0,"[0.9653, 0.9717, 0.9722, 0.9722, 0.9722, 0.9722, 0.9722, 0.9722, 0.9731, 1.0]",0.992188,6.5005,5.0,0.0,2048,6144,103.65,311.0,536.574,869,692.024
11,948,1.173553,60672,182016,87.185,771.964,0.00021240707268209953,369.53,4241288,Salsa2-NACT,be1c85196c6d267c,0,1.133651,0.685547,0.075684,0.6639,0.075684,0.967285,0.1,12.5439,4.0,"[0.9673, 0.9678, 0.9678, 0.9678, 0.9678, 0.9678, 0.9678, 0.9678, 0.9678, 1.0]",0.999512,4.9355,4.0,0.0,2048,6144,97.268,291.8,623.759,948,795.52
12,1027,1.094577,65728,197184,88.736,877.013,0.0001683862245404622,355.93,4241288,Salsa2-NACT,be1c85196c6d267c,0,1.05439,0.689616,0.085449,0.673177,0.085449,0.974121,0.1,9.6929,3.0,"[0.9741, 0.9746, 0.9746, 0.9746, 0.9756, 0.9756, 0.9756, 0.9756, 0.9756, 1.0]",0.998535,4.0015,3.0,0.0,2048,6144,92.25,276.8,712.495,1027,897.016
13,1106,1.043095,70784,212352,49.302,939.022,0.00012708042713359082,375.32,4241288,Salsa2-NACT,be1c85196c6d267c,0,1.018278,0.692057,0.089844,0.675456,0.089844,0.982422,0.1,7.6021,3.0,"[0.9824, 0.9824, 0.9829, 0.9829, 0.9829, 0.9829, 0.9829, 0.9829, 0.9829, 1.0]",0.999512,3.541,3.0,0.0,2048,6144,92.917,278.8,761.797,1106,958.806
14,1185,0.999753,75840,227520,48.198,999.687,8.985543590229906e-05,363.4,4241288,Salsa2-NACT,be1c85196c6d267c,0,0.983682,0.694987,0.097168,0.676595,0.097168,0.980469,0.1,7.9219,3.0,"[0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 1.0]",1.0,3.3008,3.0,0.0,2048,6144,93.63,280.9,809.995,1185,1019.578
15,1264,0.978349,80896,242688,49.702,1062.033,5.794207648124534e-05,379.36,4241288,Salsa2-NACT,be1c85196c6d267c,0,0.969892,0.698405,0.105469,0.681478,0.105469,0.981934,0.1,7.2295,3.0,"[0.9819, 0.9824, 0.9829, 0.9829, 0.9829, 0.9829, 0.9829, 0.9829, 0.9829, 1.0]",0.999023,3.1821,3.0,0.0,2048,6144,94.098,282.3,859.697,1264,1081.608
16,1343,0.959968,85952,257856,47.679,1122.015,3.239554806764178e-05,366.49,4241288,Salsa2-NACT,be1c85196c6d267c,0,0.948233,0.695638,0.097656,0.681803,0.097656,0.985352,0.1,6.4604,2.0,"[0.9854, 0.9854, 0.9854, 0.9854, 0.9854, 0.9854, 0.9854, 0.9854, 0.9854, 1.0]",1.0,2.9673,2.0,0.0,2048,6144,94.726,284.2,907.376,1343,1142.104
17,1422,0.94481,91008,273024,47.574,1182.386,1.4060533789890816e-05,373.34,4241288,Salsa2-NACT,be1c85196c6d267c,0,0.942849,0.699544,0.108398,0.684733,0.108398,0.984375,0.1,6.5122,2.0,"[0.9844, 0.9849, 0.9849, 0.9849, 0.9849, 0.9849, 0.9849, 0.9849, 0.9849, 1.0]",0.999512,2.9082,2.0,0.0,2048,6144,95.301,285.9,954.95,1422,1202.583
18,1501,0.941014,96064,288192,48.482,1243.768,3.5432716842798603e-06,365.98,4241288,Salsa2-NACT,be1c85196c6d267c,0,0.939118,0.696777,0.100586,0.682617,0.100586,0.98291,0.1,6.9614,2.0,"[0.9829, 0.9829, 0.9829, 0.9829, 0.9829, 0.9829, 0.9829, 0.9829, 0.9829, 1.0]",1.0,2.8867,2.0,0.0,2048,6144,95.735,287.2,1003.432,1501,1263.838
19,1563,0.938158,100032,300096,37.648,1294.196,1e-06,366.81,4241288,Salsa2-NACT,be1c85196c6d267c,0,0.938798,0.69694,0.101074,0.682454,0.101074,0.983887,0.1,6.6875,2.0,"[0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 1.0]",1.0,2.853,2.0,0.0,2048,6144,96.085,288.3,1041.08,1563,1314.21
