epoch,global_step,train_loss,samples_seen,tokens_seen,epoch_seconds,elapsed_seconds,learning_rate,cpu_rss_mb,parameter_count,model_name,config_fingerprint,seed,valid_loss,valid_token_accuracy,valid_perfect_accuracy,valid_greedy_token_accuracy,valid_exact_accuracy,valid_acc_tau,valid_tolerance,valid_mean_distance,valid_median_distance,valid_percentiles,valid_acc_tau_circular_DIAGNOSTIC,valid_mean_circular_distance_DIAGNOSTIC,valid_median_circular_distance_DIAGNOSTIC,valid_decode_failure_rate,valid_sequences,valid_tokens,samples_per_second,tokens_per_second,compute_seconds,step,wall_time_sec
0,79,2.882327,5056,15168,13.672,13.736,0.0002,793.39,4131200,Salsa2-GatedUT,1656ecbb30df6d1b,456,2.113717,0.446615,0.0,0.336751,0.0,0.0,0.1,251.0,251.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.0,251.0,251.0,1.0,2048,6144,369.803,1109.4,13.672,79,18.264
1,158,1.956183,10112,30336,13.509,31.196,0.0003975,806.92,4131200,Salsa2-GatedUT,1656ecbb30df6d1b,456,1.880462,0.447266,0.006348,0.370931,0.006348,0.125977,0.1,114.7432,112.0,"[0.126, 0.2437, 0.3584, 0.458, 0.5605, 0.6587, 0.7539, 0.8413, 0.9243, 1.0]",0.20166,62.6191,62.0,0.0,2048,6144,372.022,1116.1,27.181,158,35.694
2,237,1.881034,15168,45504,13.879,48.932,0.0004990932474140245,832.09,4131200,Salsa2-GatedUT,1656ecbb30df6d1b,456,1.870024,0.440267,0.000488,0.436686,0.000488,0.1875,0.1,82.7983,75.0,"[0.1875, 0.3408, 0.5049, 0.6582, 0.7788, 0.8574, 0.9121, 0.9595, 1.0, 1.0]",0.1875,64.2295,65.0,0.0,2048,6144,369.405,1108.2,41.061,237,53.244
3,316,1.867011,20224,60672,14.573,67.175,0.000491135059176067,779.94,4131200,Salsa2-GatedUT,1656ecbb30df6d1b,456,1.856069,0.444824,0.005859,0.382812,0.005859,0.137695,0.1,108.8779,102.0,"[0.1377, 0.2759, 0.3853, 0.4937, 0.5815, 0.6743, 0.7764, 0.8804, 0.9453, 1.0]",0.192383,62.5962,63.0,0.0,2048,6144,363.52,1090.6,55.634,316,71.792
4,395,1.860982,25280,75840,13.805,84.968,0.00047522039359225454,657.44,4131200,Salsa2-GatedUT,1656ecbb30df6d1b,456,1.869932,0.441569,0.0,0.007324,0.0,0.000488,0.1,250.1279,251.0,"[0.0005, 0.001, 0.0024, 0.0029, 0.0044, 0.0044, 0.0049, 0.0054, 0.0059, 1.0]",0.000488,249.939,251.0,0.994141,2048,6144,364.06,1092.2,69.439,395,89.452
5,474,1.858831,30336,91008,13.856,102.616,0.00045187546108519993,674.7,4131200,Salsa2-GatedUT,1656ecbb30df6d1b,456,1.853019,0.450195,0.001465,0.347982,0.001465,0.121582,0.1,121.7383,123.0,"[0.1216, 0.2197, 0.3149, 0.4106, 0.5068, 0.6064, 0.7075, 0.8154, 0.9175, 1.0]",0.204102,62.2471,62.0,0.0,2048,6144,364.198,1092.6,83.295,474,107.299
6,553,1.851667,35392,106176,14.411,121.08,0.0004218721501206523,731.05,4131200,Salsa2-GatedUT,1656ecbb30df6d1b,456,1.851651,0.442383,0.003418,0.439453,0.003418,0.190918,0.1,71.8623,66.0,"[0.1909, 0.3862, 0.5737, 0.7192, 0.8271, 0.9321, 0.9937, 0.9961, 0.999, 1.0]",0.191895,64.1748,65.0,0.0,2048,6144,362.229,1086.7,97.706,553,126.145
7,632,1.851058,40448,121344,13.873,139.381,0.0003862025051031447,679.97,4131200,Salsa2-GatedUT,1656ecbb30df6d1b,456,1.850008,0.441569,0.004395,0.453613,0.004395,0.127441,0.1,119.5381,118.0,"[0.1274, 0.228, 0.332, 0.4336, 0.5283, 0.6284, 0.7212, 0.813, 0.9097, 1.0]",0.217773,61.8125,62.0,0.0,2048,6144,362.507,1087.5,111.579,632,143.881
8,711,1.850744,45504,136512,12.79,156.039,0.0003460459249261226,670.91,4131200,Salsa2-GatedUT,1656ecbb30df6d1b,456,1.851664,0.442871,0.003906,0.443359,0.003906,0.192383,0.1,71.5273,65.0,"[0.1924, 0.3906, 0.5815, 0.7197, 0.8257, 0.9321, 1.0, 1.0, 1.0, 1.0]",0.192383,64.3628,65.0,0.0,2048,6144,365.88,1097.6,124.369,711,160.327
9,790,1.848411,50560,151680,12.849,172.48,0.00030273016674001743,681.33,4131200,Salsa2-GatedUT,1656ecbb30df6d1b,456,1.851022,0.438639,0.003418,0.440267,0.003418,0.185547,0.1,80.5029,66.0,"[0.1855, 0.3833, 0.5317, 0.6333, 0.7339, 0.8452, 0.9492, 1.0, 1.0, 1.0]",0.185547,64.2036,65.0,0.0,2048,6144,368.466,1105.4,137.218,790,176.777
