input_type,label,nnz,mean_nnz_measured,samples,decode_validity,undecodable_fraction,acc_tau,exact_accuracy,unique_outputs,unique_output_fraction,modal_output_fraction,output_std,output_variance,output_entropy_nats,output_entropy_ratio_vs_uniform_Zq,mean_token_predictive_entropy_nats,mean_abs_error_all_undecodable_charged_max,mean_abs_error_valid,median_abs_error_valid,target_entropy_nats,target_fraction_near_zero,acc_tau_constant_zero_predictor,acc_tau_best_constant_predictor,best_constant_value,acc_tau_uniform_random_predictor,acc_tau_minus_best_constant
training_distribution,A. RLWE rows from the generator,12,11.9296875,2048,1.0,0.0,0.3623046875,0.01220703125,9,0.00439453125,0.548828125,68.96041129708718,4755.538326263428,1.1733379481839408,0.21235145084202053,1.7687848747935766,59.27587890625,59.27587890625,38.0,5.458247275486816,0.21044921875,0.10205078125,0.2216796875,41,0.19280495206673307,0.140625
sparse_random,"B. sparse random, nnz=12",12,12.0,2048,1.0,0.0,0.3544921875,0.00830078125,11,0.00537109375,0.55224609375,69.21544922133758,4790.77841091156,1.1952168433643386,0.21631110725777777,1.768118701985451,61.44482421875,61.44482421875,38.0,5.4650542577621,0.1982421875,0.1005859375,0.2236328125,47,0.19348582233565736,0.130859375
sparse_random,"B. sparse random, nnz=10",10,10.0,2048,0.99853515625,0.00146484375,0.33447265625,0.00830078125,12,0.005859375,0.48828125,71.4311212142353,5102.405077922776,1.2795901421316287,0.23158104072689673,1.732905196856524,57.45556640625,57.173105134474326,42.0,5.450948281351675,0.23046875,0.11083984375,0.2353515625,225,0.1912039342629482,0.09912109375
sparse_random,"B. sparse random, nnz=8",8,8.0,2048,0.998046875,0.001953125,0.29248046875,0.00537109375,12,0.005859375,0.45068359375,70.83156599148424,5017.110740805986,1.4405789571257785,0.26071689922892316,1.6933703433865959,57.548828125,57.172211350293544,44.0,5.426990863386708,0.255859375,0.12890625,0.220703125,225,0.1871089859312749,0.07177734375
sparse_random,"B. sparse random, nnz=6",6,6.0,2048,0.98779296875,0.01220703125,0.22900390625,0.005859375,11,0.00537109375,0.4453125,68.77264942952264,4729.677309556022,1.6975408161890426,0.3072220205092866,1.6716786387069489,69.53173828125,67.30153237765694,57.0,5.206052919466282,0.3779296875,0.20263671875,0.28173828125,25,0.17475994459661354,-0.052734375
sparse_random,"B. sparse random, nnz=4",4,4.0,2048,0.951171875,0.048828125,0.17431640625,0.00439453125,12,0.005859375,0.34814453125,65.65276359137842,4310.285367185424,1.9017459025820325,0.34417918739542364,1.6833228732272163,85.611328125,77.17248459958932,74.0,4.748504970100401,0.5390625,0.29638671875,0.35302734375,25,0.1584054407370518,-0.1787109375
sparse_random,"B. sparse random, nnz=2",2,2.0,2048,0.779296875,0.220703125,0.08154296875,0.001953125,11,0.00537109375,0.529296875,57.6370388867128,3322.0282516284437,1.1546929274768223,0.20897706309272443,1.830634714515844,129.48876953125,95.35902255639098,80.0,3.9125237276902,0.76171875,0.42138671875,0.45458984375,25,0.13631606386952191,-0.373046875
sparse_random,"B. sparse random, nnz=1",1,1.0,2048,0.5302734375,0.4697265625,0.0283203125,0.0009765625,6,0.0029296875,0.44775390625,49.59170102483801,2459.336810536919,0.5814398947855196,0.10522936331023779,2.047578000907411,172.57958984375,103.99907918968692,80.0,3.2980198229360824,0.87109375,0.49462890625,0.50830078125,23,0.12447475722111553,-0.47998046875
probe_K_times_e_i,"C. probes K*e_i (all K, all i)",1,1.0,120,0.4166666666666667,0.5833333333333334,0.041666666666666664,0.0,3,0.025,0.36666666666666664,45.82051942088828,2099.5200000000004,0.4433066914680872,0.08022992799894232,2.21586535785248,189.36666666666667,104.48,80.0,2.781423781656104,0.8666666666666667,0.4666666666666667,0.48333333333333334,7,0.12353917662682604,-0.44166666666666665
