epoch,global_step,train_loss,samples_seen,tokens_seen,epoch_seconds,elapsed_seconds,learning_rate,cpu_rss_mb,parameter_count,model_name,config_fingerprint,seed,valid_loss,valid_token_accuracy,valid_perfect_accuracy,valid_greedy_token_accuracy,valid_exact_accuracy,valid_acc_tau,valid_tolerance,valid_mean_distance,valid_median_distance,valid_percentiles,valid_acc_tau_circular_DIAGNOSTIC,valid_mean_circular_distance_DIAGNOSTIC,valid_median_circular_distance_DIAGNOSTIC,valid_decode_failure_rate,valid_sequences,valid_tokens,samples_per_second,tokens_per_second,compute_seconds,step,wall_time_sec
10,869,1.15294,55616,166848,39.885,793.302,0.00025768744432908117,368.77,4241288,Salsa2-NACT,431e51ed5d60f02c,42,1.082816,0.688314,0.07373,0.671061,0.07373,0.985352,0.1,8.0225,4.0,"[0.9854, 0.9854, 0.9854, 0.9854, 0.9854, 0.9854, 0.9854, 0.9854, 0.9854, 1.0]",1.0,4.4844,4.0,0.0,2048,6144,101.473,304.4,548.087,869,809.11
11,948,1.054891,60672,182016,38.962,842.7,0.00021240707268209953,366.66,4241288,Salsa2-NACT,431e51ed5d60f02c,42,1.038954,0.689453,0.079102,0.673014,0.079102,0.986328,0.1,7.2896,3.0,"[0.9863, 0.9863, 0.9863, 0.9863, 0.9863, 0.9863, 0.9863, 0.9863, 0.9863, 1.0]",1.0,4.0327,3.0,0.0,2048,6144,103.351,310.1,587.05,948,858.823
12,1027,1.00851,65728,197184,38.975,892.453,0.0001683862245404622,367.37,4241288,Salsa2-NACT,431e51ed5d60f02c,42,0.996802,0.693685,0.094727,0.677572,0.094727,0.975586,0.1,9.2158,3.0,"[0.9756, 0.9756, 0.9756, 0.9756, 0.9756, 0.9756, 0.9756, 0.9756, 0.9756, 1.0]",1.0,3.4385,3.0,0.0,2048,6144,104.993,315.0,626.024,1027,908.374
13,1106,0.977053,70784,212352,39.267,942.27,0.00012708042713359082,372.34,4241288,Salsa2-NACT,431e51ed5d60f02c,42,0.982225,0.692383,0.08252,0.673014,0.08252,0.983398,0.1,7.3779,3.0,"[0.9834, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 0.9839, 1.0]",0.999512,3.5142,3.0,0.0,2048,6144,106.395,319.2,665.291,1106,958.818
14,1185,0.952834,75840,227520,39.543,992.986,8.985543590229906e-05,383.79,4241288,Salsa2-NACT,431e51ed5d60f02c,42,0.948591,0.699707,0.105469,0.685221,0.105469,0.986816,0.1,6.2896,3.0,"[0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 1.0]",1.0,3.1289,3.0,0.0,2048,6144,107.6,322.8,704.834,1185,1009.198
15,1264,0.932497,80896,242688,39.565,1043.388,5.794207648124534e-05,371.0,4241288,Salsa2-NACT,431e51ed5d60f02c,42,0.931654,0.698893,0.102051,0.684408,0.102051,0.98877,0.1,5.7095,3.0,"[0.9888, 0.9888, 0.9888, 0.9888, 0.9888, 0.9888, 0.9888, 0.9888, 0.9888, 1.0]",1.0,3.0273,3.0,0.0,2048,6144,108.673,326.0,744.4,1264,1059.655
16,1343,0.916064,85952,257856,40.18,1094.5,3.239554806764178e-05,397.45,4241288,Salsa2-NACT,431e51ed5d60f02c,42,0.925962,0.697754,0.100098,0.686198,0.100098,0.988281,0.1,5.7529,3.0,"[0.9883, 0.9883, 0.9883, 0.9883, 0.9883, 0.9883, 0.9883, 0.9883, 0.9883, 1.0]",1.0,2.9453,3.0,0.0,2048,6144,109.552,328.7,784.58,1343,1110.03
17,1422,0.902355,91008,273024,39.502,1144.154,1.4060533789890816e-05,379.11,4241288,Salsa2-NACT,431e51ed5d60f02c,42,0.913738,0.699219,0.102051,0.684896,0.102051,0.98877,0.1,5.5488,3.0,"[0.9888, 0.9888, 0.9888, 0.9888, 0.9888, 0.9888, 0.9888, 0.9888, 0.9888, 1.0]",1.0,2.8472,3.0,0.0,2048,6144,110.436,331.3,824.082,1422,1159.429
18,1501,0.899474,96064,288192,38.789,1192.842,3.5432716842798603e-06,375.98,4241288,Salsa2-NACT,431e51ed5d60f02c,42,0.908979,0.702962,0.114746,0.688639,0.114746,0.985352,0.1,6.2495,2.0,"[0.9854, 0.9854, 0.9854, 0.9854, 0.9854, 0.9854, 0.9854, 0.9854, 0.9854, 1.0]",1.0,2.729,2.0,0.0,2048,6144,111.331,334.0,862.871,1501,1208.472
19,1563,0.902527,100032,300096,30.258,1233.364,1e-06,368.91,4241288,Salsa2-NACT,431e51ed5d60f02c,42,0.908885,0.702799,0.112793,0.688314,0.112793,0.987793,0.1,5.688,2.0,"[0.9878, 0.9878, 0.9878, 0.9878, 0.9878, 0.9878, 0.9878, 0.9878, 0.9878, 1.0]",1.0,2.7568,2.0,0.0,2048,6144,112.002,336.0,893.129,1563,1248.969
