epoch,global_step,train_loss,samples_seen,tokens_seen,epoch_seconds,elapsed_seconds,learning_rate,cpu_rss_mb,parameter_count,model_name,config_fingerprint,seed,valid_loss,valid_token_accuracy,valid_perfect_accuracy,valid_greedy_token_accuracy,valid_exact_accuracy,valid_acc_tau,valid_tolerance,valid_mean_distance,valid_median_distance,valid_percentiles,valid_acc_tau_circular_DIAGNOSTIC,valid_mean_circular_distance_DIAGNOSTIC,valid_median_circular_distance_DIAGNOSTIC,valid_decode_failure_rate,valid_sequences,valid_tokens,samples_per_second,tokens_per_second,compute_seconds,step,wall_time_sec
10,869,1.15429,55616,166848,19.125,256.888,0.00025768744432908117,718.11,4241288,Salsa2-NACT,f90f3dd643c2450d,123,1.088684,0.689616,0.075684,0.669759,0.075684,0.980469,0.1,9.0771,4.0,"[0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 1.0]",1.0,4.3623,4.0,0.0,2048,6144,261.971,785.9,212.298,869,261.704
11,948,1.072246,60672,182016,19.124,280.141,0.00021240707268209953,708.59,4241288,Salsa2-NACT,f90f3dd643c2450d,123,1.029074,0.694173,0.091309,0.67627,0.091309,0.983398,0.1,7.7568,3.0,"[0.9834, 0.9834, 0.9834, 0.9834, 0.9834, 0.9834, 0.9834, 0.9834, 0.9834, 1.0]",1.0,3.8135,3.0,0.0,2048,6144,262.17,786.5,231.423,948,285.091
12,1027,1.01801,65728,197184,18.708,303.114,0.0001683862245404622,712.19,4241288,Salsa2-NACT,f90f3dd643c2450d,123,0.991903,0.697266,0.098633,0.681641,0.098633,0.984863,0.1,6.9756,3.0,"[0.9849, 0.9849, 0.9849, 0.9849, 0.9849, 0.9849, 0.9849, 0.9849, 0.9849, 1.0]",1.0,3.3599,3.0,0.0,2048,6144,262.775,788.3,250.13,1027,307.769
13,1106,0.984117,70784,212352,19.184,326.25,0.00012708042713359082,719.72,4241288,Salsa2-NACT,f90f3dd643c2450d,123,0.974116,0.693522,0.090332,0.676595,0.090332,0.988281,0.1,6.1924,3.0,"[0.9883, 0.9883, 0.9883, 0.9883, 0.9883, 0.9883, 0.9883, 0.9883, 0.9883, 1.0]",1.0,3.4082,3.0,0.0,2048,6144,262.83,788.5,269.314,1106,331.202
14,1185,0.963492,75840,227520,19.1,349.601,8.985543590229906e-05,717.58,4241288,Salsa2-NACT,f90f3dd643c2450d,123,0.952045,0.696126,0.095215,0.678548,0.095215,0.979492,0.1,8.1616,3.0,"[0.9795, 0.9795, 0.9795, 0.9795, 0.9795, 0.9795, 0.9795, 0.9795, 0.9795, 1.0]",1.0,3.2485,3.0,0.0,2048,6144,262.955,788.9,288.414,1185,354.569
15,1264,0.949098,80896,242688,19.111,372.98,5.7942076481245316e-05,707.62,4241288,Salsa2-NACT,f90f3dd643c2450d,123,0.936055,0.700846,0.111816,0.685547,0.111816,0.986328,0.1,6.2632,3.0,"[0.9863, 0.9863, 0.9863, 0.9863, 0.9863, 0.9863, 0.9863, 0.9863, 0.9863, 1.0]",1.0,3.0181,3.0,0.0,2048,6144,263.055,789.2,307.525,1264,377.896
16,1343,0.920802,85952,257856,19.277,396.474,3.239554806764178e-05,697.36,4241288,Salsa2-NACT,f90f3dd643c2450d,123,0.917047,0.702311,0.11377,0.687826,0.11377,0.987305,0.1,5.7715,2.0,"[0.9873, 0.9873, 0.9873, 0.9873, 0.9873, 0.9873, 0.9873, 0.9873, 0.9873, 1.0]",1.0,2.751,2.0,0.0,2048,6144,263.009,789.0,326.802,1343,401.481
17,1422,0.91248,91008,273024,19.713,420.514,1.4060533789890816e-05,711.84,4241288,Salsa2-NACT,f90f3dd643c2450d,123,0.910378,0.706543,0.126465,0.693685,0.126465,0.986816,0.1,5.876,2.0,"[0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 0.9868, 1.0]",1.0,2.73,2.0,0.0,2048,6144,262.638,787.9,346.515,1422,425.857
18,1501,0.909035,96064,288192,19.517,444.691,3.5432716842798603e-06,743.89,4241288,Salsa2-NACT,f90f3dd643c2450d,123,0.907176,0.702474,0.112305,0.690267,0.112305,0.989258,0.1,5.2515,2.0,"[0.9893, 0.9893, 0.9893, 0.9893, 0.9893, 0.9893, 0.9893, 0.9893, 0.9893, 1.0]",1.0,2.6958,2.0,0.0,2048,6144,262.447,787.3,366.032,1501,449.731
19,1563,0.905353,100032,300096,15.783,464.821,1e-06,766.89,4241288,Salsa2-NACT,f90f3dd643c2450d,123,0.905749,0.703451,0.115234,0.691243,0.115234,0.988281,0.1,5.4888,2.0,"[0.9883, 0.9883, 0.9883, 0.9883, 0.9883, 0.9883, 0.9883, 0.9883, 0.9883, 1.0]",1.0,2.7007,2.0,0.0,2048,6144,261.991,786.0,381.815,1563,470.29
