epoch,global_step,train_loss,samples_seen,tokens_seen,epoch_seconds,elapsed_seconds,learning_rate,cpu_rss_mb,parameter_count,model_name,config_fingerprint,seed,valid_loss,valid_token_accuracy,valid_perfect_accuracy,valid_greedy_token_accuracy,valid_exact_accuracy,valid_acc_tau,valid_tolerance,valid_mean_distance,valid_median_distance,valid_percentiles,valid_acc_tau_circular_DIAGNOSTIC,valid_mean_circular_distance_DIAGNOSTIC,valid_median_circular_distance_DIAGNOSTIC,valid_decode_failure_rate,valid_sequences,valid_tokens,samples_per_second,tokens_per_second,compute_seconds,step,wall_time_sec
10,869,1.849808,55616,166848,13.354,191.452,0.00025768744432908117,728.17,4131200,Salsa2-GatedUT,83a5a250b0388a96,789,1.850015,0.443359,0.003906,0.348958,0.003906,0.114746,0.1,119.2285,119.0,"[0.1147, 0.2256, 0.3218, 0.4248, 0.5264, 0.6416, 0.731, 0.8267, 0.9326, 1.0]",0.182129,64.0703,63.0,0.0,2048,6144,364.889,1094.7,152.419,869,195.827
11,948,1.847888,60672,182016,13.156,208.25,0.00021240707268209953,731.08,4131200,Salsa2-GatedUT,83a5a250b0388a96,789,1.847559,0.449382,0.003418,0.348145,0.003418,0.125,0.1,117.3076,117.0,"[0.125, 0.2319, 0.3291, 0.4331, 0.5337, 0.6499, 0.7354, 0.8359, 0.9395, 1.0]",0.185547,64.0269,63.0,0.0,2048,6144,366.432,1099.3,165.575,948,212.624
12,1027,1.846066,65728,197184,13.581,225.472,0.0001683862245404622,741.7,4131200,Salsa2-GatedUT,83a5a250b0388a96,789,1.843434,0.44987,0.003906,0.348958,0.003906,0.114746,0.1,119.2285,119.0,"[0.1147, 0.2256, 0.3218, 0.4248, 0.5264, 0.6416, 0.731, 0.8267, 0.9326, 1.0]",0.182129,64.0703,63.0,0.0,2048,6144,366.875,1100.6,179.156,1027,229.843
13,1106,1.844648,70784,212352,14.008,243.178,0.00012708042713359082,720.11,4131200,Salsa2-GatedUT,83a5a250b0388a96,789,1.844434,0.450033,0.004883,0.44987,0.004883,0.192383,0.1,68.5342,62.0,"[0.1924, 0.4082, 0.606, 0.7456, 0.8481, 0.9541, 0.9985, 0.999, 0.9995, 1.0]",0.192871,63.02,62.0,0.0,2048,6144,366.445,1099.3,193.164,1106,247.69
14,1185,1.843928,75840,227520,13.501,260.458,8.985543590229906e-05,720.61,4131200,Salsa2-GatedUT,83a5a250b0388a96,789,1.845448,0.441081,0.003906,0.347656,0.003906,0.105957,0.1,121.1724,120.5,"[0.106, 0.2173, 0.312, 0.4165, 0.5161, 0.6333, 0.7227, 0.8179, 0.9243, 1.0]",0.181641,64.0957,63.0,0.0,2048,6144,366.972,1100.9,206.664,1185,264.872
15,1264,1.843571,80896,242688,13.11,277.247,5.7942076481245316e-05,720.73,4131200,Salsa2-GatedUT,83a5a250b0388a96,789,1.843441,0.450358,0.006348,0.451335,0.006348,0.191895,0.1,68.7544,62.0,"[0.1919, 0.4106, 0.605, 0.7402, 0.8379, 0.9531, 1.0, 1.0, 1.0, 1.0]",0.191895,62.9614,62.0,0.0,2048,6144,368.087,1104.3,219.774,1264,281.658
16,1343,1.843318,85952,257856,13.15,294.073,3.239554806764178e-05,722.66,4131200,Salsa2-GatedUT,83a5a250b0388a96,789,1.843685,0.44222,0.006348,0.449707,0.006348,0.190918,0.1,69.3657,62.0,"[0.1909, 0.4048, 0.5996, 0.7358, 0.8345, 0.9521, 0.999, 0.999, 0.999, 1.0]",0.191895,63.3105,62.0,0.0,2048,6144,369.013,1107.0,232.924,1343,298.497
17,1422,1.843256,91008,273024,13.316,311.078,1.4060533789890816e-05,722.84,4131200,Salsa2-GatedUT,83a5a250b0388a96,789,1.841781,0.449544,0.003906,0.451823,0.003906,0.197266,0.1,68.7529,61.0,"[0.1973, 0.4121, 0.6099, 0.7388, 0.8394, 0.9458, 1.0, 1.0, 1.0, 1.0]",0.197266,62.5405,61.0,0.0,2048,6144,369.592,1108.8,246.239,1422,315.511
18,1501,1.84305,96064,288192,13.239,328.066,3.5432716842798603e-06,711.69,4131200,Salsa2-GatedUT,83a5a250b0388a96,789,1.841925,0.456217,0.006348,0.445964,0.006348,0.112793,0.1,113.29,107.0,"[0.1128, 0.252, 0.3638, 0.4644, 0.5752, 0.6724, 0.7676, 0.8428, 0.9258, 1.0]",0.187012,63.0869,61.0,0.0,2048,6144,370.219,1110.7,259.479,1501,332.451
19,1563,1.842531,100032,300096,10.917,342.635,1e-06,773.52,4131200,Salsa2-GatedUT,83a5a250b0388a96,789,1.84195,0.455729,0.005859,0.444336,0.005859,0.103516,0.1,116.6636,111.5,"[0.1035, 0.2368, 0.3433, 0.4438, 0.5537, 0.6533, 0.7524, 0.8335, 0.9219, 1.0]",0.181641,63.5122,62.0,0.0,2048,6144,369.946,1109.8,270.396,1563,347.317
